,Datetime,Text,Quotes,Likes,Retweets
25,2023-02-06 15:29:44+00:00,"@shelb_a_delb We're sorry this happened to you. If a real-time arrival prediction gets ""stuck,"" it's likely because the bus was actually unexpectedly stuck for some reason: detour, traffic incident, equipment problem, etc. We know how disruptive this can be and work to mitigate it.",0,0,0
26,2023-02-02 21:30:12+00:00,"Travel with us and @Metra to this year’s Auto Show!

Our Auto Show shuttle bus provides a fast ride to and from McCormick Place for:
Union Station
Ogilvie Transportation Center
LaSalle Street Station

More: https://t.co/5KGfml2dap https://t.co/S5gFbwhOip",1,22,6
27,2023-02-02 15:01:30+00:00,"We're excited to announce a new starting hourly rate of $28.99/hour for our Full-Time Bus Operators! In addition, newly hired Full-Time Bus Operators are eligible to receive a $1,000 signing bonus and up to $3,000 in additional incentives. 

Apply today: https://t.co/DfL5PgIHTs https://t.co/yzzkvpACIa",0,11,1
28,2023-01-31 17:30:24+00:00,"We're excited to announce a new starting hourly rate of $28.99/hour for our Full-Time Bus Operators! In addition, newly hired Full-Time Bus Operators are eligible to receive a $1,000 signing bonus and up to $3,000 in additional incentives. 

Apply today: https://t.co/DfL5PgIHTs https://t.co/w6Osqa0TJI",10,165,49
29,2023-01-27 14:03:01+00:00,"We're hosting an in-person career fair tomorrow! Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanic positions. 
Application workshops will be available onsite, so you can submit your application at the event!
 
Register: https://t.co/8v0ysmhooQ https://t.co/i0kj2HPPz5",0,5,1
30,2023-01-25 15:40:12+00:00,"Crews are out clearing platforms and spreading sand/salt as quickly as possible. 

If you have any issues you'd like reported, please reach out to CTA customer service here: https://t.co/oBpWShjKxn 

Or call 311 if the issue is related to bus stops/ shelters. https://t.co/dzZLJgc45p",0,6,3
31,2023-01-23 05:45:23+00:00,"[Minor Delays / Reroute] 67 67th-69th-71st &amp; N5 South Shore Night Bus buses are temp rerouted via 67th, Cottage Gr, Marquette, Stony Island, 67th due to police activity at 67th/Woodlawn",0,1,0
32,2023-01-22 16:01:27+00:00,"We're hosting an in-person career fair on January 28. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanic positions. 
Application workshops will be available onsite, so you can submit your application at the event!
 
Register: https://t.co/4LIuMVwKhG https://t.co/DynUvhsTCU",0,6,1
33,2023-01-20 19:09:55+00:00,"@KD4AEN This appears to be at a City of Chicago bus shelter (these aren't owned or maintained by us, but are cleaned by a vendor of the City). Please call 311 to report City bus shelter issues, or, if you let us know the precise location we can pass it on to 311.",0,1,0
34,2023-01-19 23:00:25+00:00,"⏪ 1979
Bus #7003 was one of the first of 20 “Big Bend” articulated (7000-series) buses delivered to the CTA from 
Maschinenfabrik-Augsburg-Nurenburg (M.A.N.) of Munich, Germany. Here it is posing for a photo in front of @SoldierField. #FromTheArchives #CTA75 https://t.co/4nmRHrkLvY",0,41,3
35,2023-01-19 14:40:13+00:00,"We're hosting an in-person career fair on January 28. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanic positions. 
Application workshops will be available onsite, so you can submit your application at the event!
 
Register: https://t.co/pl2iVHzY5c https://t.co/0KQyurIZTP",1,1,0
36,2023-01-17 20:00:39+00:00,"We're hosting an in-person career fair on January 28. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanic positions. 
Application workshops will be available onsite, so you can submit your application at the event!
 
Register: https://t.co/ttYw7l5uFK https://t.co/HZqNpNN1RS",0,3,2
37,2023-01-13 14:01:53+00:00,"Join us on January 28th to hear about our career opportunities for Bus Operator and Bus Mechanic positions.
Application workshops will be available onsite so you can submit your application at the event!

Register today: https://t.co/U8YAWXGvY7 https://t.co/x4kCgyOpHe",0,4,2
38,2023-01-11 23:20:13+00:00,"Join us on January 28th to hear about our career opportunities for Bus Operator and Bus Mechanic positions.
Application workshops will be available onsite so you can submit your application at the event!

Register today: https://t.co/U8YAWXGvY7 https://t.co/7f9eZmi8D3",0,2,2
39,2023-01-09 15:45:17+00:00,"As part of our Meeting the Moment Action Plan, we’ve adjusted the schedules of our 52 busiest bus routes throughout the city. These changes allow us to align our service with our available workforce and decrease the unpredictability of wait times.
https://t.co/yvLVJ6YSyc",6,13,5
40,2023-01-02 13:34:43+00:00,"[Service Change] Kimball entrance gate repaired, shuttle bus service concluded.",0,3,4
41,2023-01-02 11:34:08+00:00,[Service Change] Shuttle bus service available from Kimball to Kedzie in both directions due to defective entrance gate at Kimball.,1,6,3
42,2022-12-31 17:00:57+00:00,"Gift yourself a new career this holiday season! 🎁

We're hiring Full-Time Bus Operators with a new starting hourly rate of $28.42! These roles have great benefits, including medical, dental, a pension, &amp; paid training.

Apply today: https://t.co/DfL5PgIHTs https://t.co/GzQ0phofY2",2,7,1
43,2022-12-28 23:10:12+00:00,"Gift yourself a new career this holiday season!
We're hiring Full-Time Bus Mechanics with a new starting hourly rate of $39.42! These roles have great benefits, including medical, dental, a pension, paid training, and a $1,000 signing bonus!
Apply today: https://t.co/DfL5PgIHTs https://t.co/de4irnuKAV",0,4,2
44,2022-12-26 19:00:45+00:00,"Gift yourself a new career this holiday season!

We're hiring Full-Time Bus Operators with a new starting hourly rate of $28.42! New Bus Operators also receive a $1,000 signing bonus + up to another $3,000 in bonuses in 2023! 

Don’t wait! Apply today at https://t.co/DfL5PgIHTs https://t.co/GsjQ7d1uHc",0,4,0
45,2022-12-24 15:01:00+00:00,"Gift yourself a new career this holiday season!

We're hiring Full-Time Bus Mechanics! These roles have great benefits, including medical, dental, a pension, and paid training. 

We also provide new Bus Mechanics a $1,000 signing bonus!
Apply today: https://t.co/DfL5PgIHTs https://t.co/v6ANJaWW1J",0,4,1
46,2022-12-23 11:58:24+00:00,[Significant Delays] Orange Ln srvc running w/delays due to earlier track switching prob at Midway; board all trains on the Midway-bnd side at Pulaski. Shuttle bus Pulaski to Midway More: https://t.co/1vKQ2lqQvD,0,2,1
47,2022-12-23 02:15:12+00:00,"Despite our best efforts, there may be instances in which snow may accumulate or drift onto platforms btwn clearings. Pls know crews will return to clear the area ASAP.

Report issues to customer service: https://t.co/oBpWShjKxn

Call 311 if issue is related to bus stops/shelters https://t.co/BWV7tB3EJX",0,12,0
48,2022-12-22 23:45:11+00:00,"Despite our best efforts, there may be instances in which snow may accumulate or drift onto platforms btwn clearings. Pls know crews will return to clear the area ASAP.
Report issues to customer service: https://t.co/oBpWShjKxn
Call 311 if issue is related to bus stops/shelters https://t.co/72WJmB2nR4",0,17,3
49,2022-12-22 21:30:06+00:00,Buses are equipped with engine pre-heaters that circulate coolants through bus engines in cold weather so motors can be started up easily and interiors of the buses can be warmed quickly. This also reduces emissions and results in fuel cost savings. https://t.co/Y0uPWW3JQw,0,17,1
50,2022-12-22 16:57:25+00:00,"Winter weather can be challenging for Chicagoans-especially when you need to get somewhere!

To ensure our riders get from Points A to B safely &amp; comfortably, we've developed strategies to address snow, ice &amp; subzero temps, all of which can impact bus &amp; rail service. 🔽 https://t.co/TCHsqQyXiB",3,86,8
51,2022-12-21 23:09:11+00:00,"The Holiday Bus was scheduled to travel the #29 State and #J14 Jeffrey Jump routes – the last of 16 routes served this holiday season. The holiday Bus will return for the 2023 holiday season. (2/2)
https://t.co/G0xrENkAZX",0,32,2
52,2022-12-21 23:09:10+00:00,"Due to the severe winter weather conditions and frigid temperatures that are expected, the CTA has made the difficult decision to cancel the last two runs of the Holiday Bus – both Thursday and Friday. (1/2)",17,173,37
53,2022-12-21 20:01:31+00:00,"Add some holiday cheer to your wallet with our special edition “Holiday Train and Holiday Bus”-themed @VentraChicago Card!

Available for purchase at https://t.co/spnxRBZNie https://t.co/Ka0SkmNQOL",0,10,1
54,2022-12-21 18:34:23+00:00,"@elisa_cure Lost items found on CTA vehicles or at CTA rail stations are sent to the bus garages or rail terminals associated with specific bus routes, rail lines or stations. See the link for the bus garage or rail terminal to contact. https://t.co/SoZEv2I1Q0",0,0,0
55,2022-12-21 16:37:59+00:00,"@busbois Thanks for telling us--we'll get this to the City of Chicago, who can notify their vendor who maintains these. (In future, please note that the best way to report issues with bus shelters is via 311 as these City fixtures aren't actually owned or maintained by us.)",0,2,0
56,2022-12-21 16:30:23+00:00,"The Allstate CTA Holiday Bus will be making route #28 Stony Island merry and bright today! ✨

Details: https://t.co/G0xrENkAZX https://t.co/U6Nta9rpFZ",1,13,1
57,2022-12-21 14:15:13+00:00,"Gift yourself a new career this holiday season!
We're hiring Full-Time Bus Mechanics with a new starting hourly rate of $39.42! These roles have great benefits, including medical, dental, a pension, paid training, and a $1,000 signing bonus!
Apply today: https://t.co/DfL5PgIHTs https://t.co/s2IHypcJE8",0,8,4
58,2022-12-20 21:38:51+00:00,Thank you to our newest class of bus operators for helping us make the system more reliable for our riders!,0,8,0
59,2022-12-20 21:38:50+00:00,"We're thrilled to welcome our newest employees, which include Bus Mechanics, Customer Assistants, and more than 130 full-time Bus Operators! This is the latest step in our efforts to address workforce challenges and improve service throughout the system.
https://t.co/7ZWr8oD6AZ https://t.co/6K646Z6J66",3,42,4
60,2022-12-20 17:13:19+00:00,"@Sharon_Pearson3 @CTAFails We're sorry to hear you were on a bus in such a state, we do work to keep our buses clean; if you ever notice an unsanitary condition created by another rider, please do tell the operator right away to make sure we're aware of it so we can address it ASAP.",0,0,0
61,2022-12-20 16:20:17+00:00,"The Allstate CTA Holiday bus will spread cheer throughout route #79 79th today!

Details: https://t.co/G0xrENkAZX https://t.co/fJjg1gVOnH",0,29,1
62,2022-12-18 15:05:11+00:00,"Ready for a new career? We're hiring Bus Mechanics! 

New Bus Mechanics now start at $39.42/hour and receive other perks including: 

- $1,000 signing bonus
- Great benefits including medical, dental, &amp; pension
- &amp; more!

Join the team that moves Chicago: https://t.co/hHa9e1inGb https://t.co/O8KCrBdcc3",0,5,5
63,2022-12-16 15:00:15+00:00,"May your day be merry and bright with a ride on the Allstate CTA Holiday Bus!
Catch it on route #3 King Drive today (12/16) and tomorrow (12/17).

Details: https://t.co/G0xrENkAZX https://t.co/bSG17a1brz",0,14,5
64,2022-12-16 00:30:21+00:00,"2005 Holiday Bus vs. 2022 Holiday Bus

#FromTheArchives https://t.co/avhxpbCV3j",7,299,24
65,2022-12-14 17:15:12+00:00,"Gift yourself a new career this holiday season!
We're hiring Full-Time Bus Mechanics with a new starting hourly rate of $39.42! These roles come with great benefits, including medical, dental, a pension, and paid training. 

 Apply today at https://t.co/DfL5PgIHTs https://t.co/898WNHPqQv",0,5,7
66,2022-12-14 16:00:24+00:00,[Service Disruption] Blue Line service has been temporarily suspended btwn UIC-Halsted and Forest Park due to a mechanical problem nr Cicero. Shuttle bus UIC-Halsted to Forest Park. More: https://t.co/rx1a8sbaGS,0,0,1
67,2022-12-14 14:00:16+00:00,"Make our holiday fleet a part of your everyday commute with our new, special edition “Holiday Train and Holiday Bus”-themed @VentraChicago Card! 
Available for purchase now for only $5 at: https://t.co/BwZkUliX83 https://t.co/yUe4COfnm9",0,4,0
68,2022-12-13 19:00:54+00:00,"CTA is now offering new hourly rates for our Bus Operator &amp; Bus Mechanic roles!  

Additionally, new hires for both roles will receive a $1,000 signing bonus, great benefits (including medical, dental, a pension), and more!

Apply today: https://t.co/zEJveLhOmB https://t.co/5B4J1hIr3x",1,5,5
69,2022-12-13 16:15:15+00:00,"Check ""Riding the Allstate CTA Holiday Bus"" off your Holiday wish list!

You'll find it on route #62 Archer today. 
Details: https://t.co/P2My3CPakO https://t.co/wkKEcD63z2",1,13,2
70,2022-12-10 15:00:30+00:00,"Gift yourself a new career this holiday season with CTA!

We're hiring Full-Time Bus Mechanics with a new starting hourly rate of $39.42! These roles have great benefits, including medical, dental, a pension, and paid training.

Don’t wait! Apply today at https://t.co/DfL5PgIHTs https://t.co/SplIWFvovk",0,5,3
71,2022-12-10 13:22:52+00:00,[Service Disruption / Major Delays] Green Line srvc has been temporarily suspended btwn 35th-Bronzville-IIT and 63rd Terminals. Shuttle bus avail btwn 35th-Bronzeville IIT and 63rd Terminals. More: https://t.co/ArPfSiNvMW,0,0,3
72,2022-12-10 08:00:05+00:00,Info from Bus Tracker may be temporarily unavailable due to planned maintenance. Bus service is not affected. https://t.co/8jLqeoaLJO,0,2,2
73,2022-12-09 22:01:16+00:00,"Get your favorite rail station or bus stop printed on a mug, tote, t-shirt or sign at https://t.co/lkowPG9jvx

Place your order by Monday, December 12, to ensure it arrives in time for the holidays. https://t.co/jyc8RX1MA5",1,4,2
74,2022-12-09 21:00:18+00:00,"Traveling this weekend? Know before you go! 

Check for planned weekend service changes that could affect your trip, like Green Line boarding changes, bus reroutes and more.

Details: https://t.co/1PqBmcI7AS",0,0,1
75,2022-12-08 23:00:18+00:00,"Can’t get enough of the Holiday Train/Holiday Bus? 
Make it a part of your everyday commute with our new, special edition “Holiday Train and Holiday Bus”-themed Ventra Card! 
Available for purchase now for only $5 at: https://t.co/hXy00CayrZ https://t.co/bvI13VxYL5",3,15,2
76,2022-12-08 20:00:31+00:00,"Ready for a new career? We're hiring Full Time Bus Operators!
With a starting hourly rate of $28.42, operators earn competitive pay throughout their tenure. New Bus Operators also receive other perks, including a$1,000 signing bonus, great benefits &amp; more! https://t.co/DfL5PgIHTs https://t.co/XS3Vm2ZBbh",1,7,4
77,2022-12-08 17:15:13+00:00,"⏪ CTA Holiday Bus, December 2005 ❄️

#FromTheArchives https://t.co/HKkTh6oDU3",1,32,6
78,2022-12-07 18:26:43+00:00,"[Major Delays] Red Line service resumes its normal routing, via the subway, btwn Fullerton &amp; Cermak-Chinatown after an earlier reroute. Shuttle Bus Fullerton to Cermak. More: https://t.co/hzsieG60m1",0,1,2
79,2022-12-07 16:15:14+00:00,"Have you checked riding the Allstate CTA Holiday Bus off your wish list?
Catch it on route #66 Chicago today (12/7) and tomorrow (12/8)!

Details: https://t.co/P2My3CPakO https://t.co/zQJfePn22U",3,33,7
80,2022-12-07 11:29:54+00:00,[Service Suspended] Service on the  Yellow Line has been temporarily suspended due to a collision with a CTA vehicle offsite. Shuttle bus a. Use 97 bus as alt. Use 97 bus as alt. More: https://t.co/JCfcNc8ufZ,1,3,1
81,2022-12-07 11:23:10+00:00,[Service Suspended] Service on the  Yellow Line has been temporarily suspended due to a collision with a vehicle. Shuttle bus avail Howard to Dempster-Skokie. Use 97 bus as alt. More: https://t.co/JCfcNc8ufZ,0,2,2
82,2022-12-06 19:01:02+00:00,"CTA is now offering new hourly rates for our Bus Operator &amp; Bus Mechanic roles!  

Additionally, new hires for both roles will receive a $1,000 signing bonus, great benefits (including medical, dental, a pension), and more!

Apply today: https://t.co/zEJveLzpLb https://t.co/yHt8hvJ4ml",0,17,6
83,2022-12-04 03:00:02+00:00,"[Planned Work w/Part Closure] Red Line: Now thru 5am, Bus Substitution Between Wilson and Belmont Stations https://t.co/oa8OggvJr2",0,2,2
84,2022-12-02 20:00:50+00:00,"Traveling this weekend? Know before you go! 

Check for planned weekend service changes that could affect your trip, like Red Line boarding changes, bus substitutions, bus reroutes and more.

Details: https://t.co/1PqBmcI7AS",0,4,3
85,2022-12-01 19:00:27+00:00,"Join us for an in-person career fair at Malcolm X College TOMORROW!

Learn more about our career opportunities for Bus Operators and Bus Mechanics, with presentations at 9 AM, 10 AM, and 11 AM. Application workshops will also be available onsite.
Register: https://t.co/DfL5PgIHTs https://t.co/HcpqtFm98g",0,2,1
86,2022-12-01 16:02:35+00:00,"CTA is now offering new hourly rates for our Bus Operator &amp; Bus Mechanic roles!  

Additionally, new hires for both roles will receive a $1,000 signing bonus, great benefits (including medical, dental, a pension), and more!

Apply today: https://t.co/zEJveLzXAJ https://t.co/OdjODJZcL3",0,8,5
87,2022-11-30 14:33:18+00:00,"Have you heard? CTA is offering a $1,000 signing bonus and increased hourly rates for Bus Operators and Bus Mechanic roles! Come to our Career Fair Friday, Dec. 2nd,  9am-1pm at @MX_College 
Registration Required https://t.co/XbIsZMNeM5

https://t.co/ibV6mbPvam",0,23,9
88,2022-11-30 14:00:33+00:00,"Have you checked ""Riding the Allstate CTA Holiday Bus"" off your Holiday wish list? 🎅

Look (or listen) for the CTA Holiday Bus during afternoons on the dates and bus routes here: https://t.co/P2My3CPIam https://t.co/XBMmMFb92I",1,28,7
89,2022-11-29 22:00:16+00:00,"Join us for an in-person career fair at Malcolm X College!

Learn more about our career opportunities for Bus Operators and Bus Mechanics, with presentations at 9 AM, 10 AM, and 11 AM. Application workshops will also be available onsite.
Register: https://t.co/DfL5PgIHTs https://t.co/OVW2imINiC",0,1,1
90,2022-11-29 17:00:58+00:00,"Baby it's cold outside, but there's nothing like the Allstate CTA Holiday Bus to warm our hearts. ❤️

You can catch it in service on route #56 Milwaukee today and tomorrow: https://t.co/G0xrENkAZX https://t.co/3s2VcXnnfD",1,11,3
91,2022-11-29 15:02:31+00:00,"CTA is now offering new hourly rates for our Bus Operator &amp; Bus Mechanic roles!  

Additionally, new hires for both roles will receive a $1,000 signing bonus, great benefits (including medical, dental, a pension), and more!

Apply today: https://t.co/zEJveLzpLb https://t.co/lDdroaMtyW",0,7,2
92,2022-11-28 23:00:34+00:00,"Join us for an in-person career fair at Malcolm X College!

Learn more about our career opportunities for Bus Operators and Bus Mechanics, with presentations at 9 AM, 10 AM, and 11 AM. Application workshops will also be available onsite.
Register: https://t.co/DfL5PgIHTs https://t.co/oXvbzUsV3j",0,4,4
93,2022-11-28 15:47:21+00:00,@aaIiliyah We're sorry to hear this! Please contact our Customer Service department with details and info to identify the bus (route/stop/direction/time) so we can investigate: https://t.co/oBpWShjKxn,0,0,0
94,2022-11-23 19:00:40+00:00,"CTA is now offering new hourly rates for our Bus Operator &amp; Bus Mechanic roles!  

Additionally, new hires for both roles will receive a $1,000 signing bonus, great benefits (including medical, dental, a pension), and more!

Apply today: https://t.co/zEJveLhOmB https://t.co/QNku4oZI89",1,23,12
95,2022-11-22 19:00:20+00:00,"Join us for an in-person career fair at Malcolm X College!

Learn more about our career opportunities for Bus Operators and Bus Mechanics, with presentations at 9 AM, 10 AM, and 11 AM. Application workshops will also be available onsite.
Register: https://t.co/DfL5Ph0iL0 https://t.co/NN1SLRX1TJ",0,1,0
96,2022-11-18 14:22:51+00:00,"The Allstate CTA Holiday Train &amp; Bus will be pulling up to a station near you starting next week, spreading cheer and making spirits bright! 

Visit our website to plan your trip: https://t.co/G0xrENl8Pv",2,21,9
97,2022-11-16 18:41:20+00:00,"@tracyswartz @VentraChicago We're sorry to hear this! Buses tracked in real-time can disappear, e.g. if the GPS malfunctions or the bus goes off-route. We're working to minimize how often this happens. If you send us route/stop/direction/time we'll investigate: https://t.co/KZTZgYe4IR",1,3,1
98,2022-11-16 17:02:11+00:00,"#TeamCTA is hosting an In-Person job fair on November 18th at Olive Harvey College from 9am-1pm. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanics. CTA Recruiters will present at 9am, 10am &amp; 11am.

Register here: https://t.co/x4s033nIDf https://t.co/uaAOxbNjLk",0,1,1
99,2022-11-15 13:09:00+00:00,"Winter weather can be challenging for Chicagoans-especially when you need to get somewhere! ❄️

To ensure you get from Points A to B, we've developed strategies to address snow, ice &amp; subzero temps, all of which can impact bus &amp; rail service. https://t.co/4UYRatWBhE https://t.co/ADr6bL6mfS",8,35,3
100,2022-11-11 23:01:14+00:00,"#TeamCTA is hosting an In-Person job fair on November 18th at Olive Harvey College from 9am-1pm. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanics. CTA Recruiters will present at 9am, 10am &amp; 11am.

Register here: https://t.co/x4s033nIDf https://t.co/su6uI5hy9q",0,2,2
101,2022-11-10 14:01:19+00:00,"@timjo131 Lost items found on CTA vehicles or at CTA rail stations are sent to the bus garages or rail terminals associated with specific bus routes, rail lines or stations. For items lost on CTA, see the link for the rail terminal to contact: https://t.co/SoZEv2qqrq",0,0,0
102,2022-11-08 15:03:07+00:00,"#TeamCTA is hosting an In-Person job fair on November 18th at Olive Harvey College from 9am-1pm. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanics. CTA Recruiters will present at 9am, 10am &amp; 11am.

Register here: https://t.co/x4s033ELFf https://t.co/yuLzc7qTyM",0,1,0
103,2022-11-06 11:39:11+00:00,"[Station(s) Bypassed] Brown Line trains are running, but not stopping at Chicago due to a police investigation. Bus shuttle available beween Sedgwick and Merchandise Mart. More: https://t.co/Jjuet0gHOA",0,1,1
104,2022-11-04 20:00:53+00:00,"Traveling this weekend? Know before you go! 

Check for planned weekend service changes that could affect your trip, including Blue and Purple Line boarding changes, bus reroutes and more. 

Details: https://t.co/1PqBmcI7AS",0,1,0
105,2022-11-04 14:35:40+00:00,"@jonadin Hi, Jonathan! You can find all weekend service changes, including bus reroutes, here: https://t.co/eONtl4c47J",0,1,0
106,2022-11-03 23:00:35+00:00,"⏪ This bus was one of 20 articulated buses CTA bought from M.A.N. in 1979, in service on a wintry day at the Jefferson Park terminal that year. The bus is in service on the 88 Higgins, headed for Canfield. #CTA75 #FromTheArchives https://t.co/AxWyDdZGWA",0,12,3
107,2022-11-03 15:01:47+00:00,"#TeamCTA is hosting an In-Person job fair on November 18th at Olive Harvey College from 9am-1pm. Join us to hear about our career opportunities for Bus Operators &amp; Bus Mechanics. CTA Recruiters will present at 9am, 10am &amp; 11am.

Register here: https://t.co/x4s033naNH https://t.co/yGggIKitTX",0,0,1
